Line list produced by Pgopher 10.0.505 13 Feb 2017 17:57  64 bit (fpc 3.1.1 x86_64-Linux),10000505
Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position,Intensity,Eupper,Elower,Spol,A,Width,Branch,Label
LinearMolecule,Excited,3.5,e,2,Ground,2.5,e,2,49895.5988810219,0.00120339501026253,50068.5750703986,172.976189376689,0.922439963068961,13475915.6630033,0,rR2e(2.5),Excited B(0) 3.5  4 F2e - Ground X(0) 2.5  3 F2e
LinearMolecule,Excited,1.5,f,1,Ground,2.5,f,1,49889.245078583,0.00181337395723882,49945.0788892063,55.8338106233107,0.792552480314081,23147936.2406359,0,pP1f(2.5),Excited B(0) 1.5  1 F1f - Ground X(0) 2.5  2 F1f
LinearMolecule,Excited,1.5,f,2,Ground,2.5,f,1,49997.8878601704,0.0000161223702284244,50053.7216707937,55.8338106233107,0.00704643654005933,207151.446697914,0,qP21f(2.5),Excited B(0) 1.5  2 F2f - Ground X(0) 2.5  2 F1f
LinearMolecule,Excited,1.5,f,1,Ground,2.5,f,2,49772.1026998296,8.36587956836001E-6,49945.0788892063,172.976189376689,0.00641270869021958,185978.580517403,0,oP12f(2.5),Excited B(0) 1.5  1 F1f - Ground X(0) 2.5  3 F2f
LinearMolecule,Excited,1.5,f,2,Ground,2.5,f,2,49880.745481417,0.00068793237214607,50053.7216707937,172.976189376689,0.527321707788972,15393518.8430257,0,pP2f(2.5),Excited B(0) 1.5  2 F2f - Ground X(0) 2.5  3 F2f
LinearMolecule,Excited,2.5,e,1,Ground,2.5,f,1,49894.0499765737,0.000126192630158463,49949.8837871971,55.8338106233107,0.0551536993405025,1074219.70008833,0,qQ1f(2.5),Excited B(0) 2.5  2 F1e - Ground X(0) 2.5  2 F1f
LinearMolecule,Excited,2.5,e,2,Ground,2.5,f,1,50004.0831221796,6.12440263038133E-6,50059.916932803,55.8338106233107,0.00267672890954149,52479.8985634054,0,rQ21f(2.5),Excited B(0) 2.5  3 F2e - Ground X(0) 2.5  2 F1f
LinearMolecule,Excited,2.5,e,1,Ground,2.5,f,2,49776.9075978204,8.64895013978822E-6,49949.8837871971,172.976189376689,0.00662969114837119,128218.067323378,0,pQ12f(2.5),Excited B(0) 2.5  2 F1e - Ground X(0) 2.5  3 F2f
LinearMolecule,Excited,2.5,e,2,Ground,2.5,f,2,49886.9407434263,0.000661379959627788,50059.916932803,172.976189376689,0.506968452030156,9869922.51655934,0,qQ2f(2.5),Excited B(0) 2.5  3 F2e - Ground X(0) 2.5  3 F2f
LinearMolecule,Excited,3.5,f,1,Ground,2.5,f,1,49900.7910549781,0.0025376354005483,49956.6248656015,55.8338106233107,1.10909789059715,16207858.1050558,0,rR1f(2.5),Excited B(0) 3.5  3 F1f - Ground X(0) 2.5  2 F1f
