Line list produced by Pgopher 10.0.505 13 Feb 2017 17:57  64 bit (fpc 3.1.1 x86_64-Linux),10000505
Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position,Intensity,Eupper,Elower,Spol,A,Width,Branch,Label
LinearMolecule,Excited,1,e,1,Ground,0,e,1,50002.2,0.00159608970967072,50002.2,0,0.333333333333333,13069177.9607475,0,R(0),Excited B(0)  1 e - Ground X(0)  0 e
LinearMolecule,Excited,0,e,1,Ground,1,e,1,49998,0.00158085344692606,50000,2,0.333333333333333,39197654.8482669,0,P(1),Excited B(0)  0 e - Ground X(0)  1 e
LinearMolecule,Excited,2,e,1,Ground,1,e,1,50004.6,0.00316170689385211,50006.6,2,0.666666666666667,15685271.9158786,0,R(1),Excited B(0)  2 e - Ground X(0)  1 e
LinearMolecule,Excited,1,e,1,Ground,2,e,1,49996.2,0.00310163173766781,50002.2,6,0.666666666666667,26128947.656409,0,P(2),Excited B(0)  1 e - Ground X(0)  2 e
LinearMolecule,Excited,3,e,1,Ground,2,e,1,50007.2,0.00465244760650172,50013.2,6,1,16808270.0575938,0,R(2),Excited B(0)  3 e - Ground X(0)  2 e
LinearMolecule,Excited,2,e,1,Ground,3,e,1,49994.6,0.00452047872582906,50006.6,12,1,23513795.2503559,0,P(3),Excited B(0)  2 e - Ground X(0)  3 e
LinearMolecule,Excited,4,e,1,Ground,3,e,1,50010,0.00602730496777208,50022,12,1.33333333333333,17433726.6947262,0,R(3),Excited B(0)  4 e - Ground X(0)  3 e
LinearMolecule,Excited,3,e,1,Ground,4,e,1,49993.2,0.00580043304316274,50013.2,20,1.33333333333333,22392209.4605053,0,P(4),Excited B(0)  3 e - Ground X(0)  4 e
LinearMolecule,Excited,5,e,1,Ground,4,e,1,50013,0.00725054130395342,50033,20,1.66666666666667,17833156.6973065,0,R(4),Excited B(0)  5 e - Ground X(0)  4 e
LinearMolecule,Excited,4,e,1,Ground,5,e,1,49992,0.0069110175432978,50022,30,1.66666666666667,21768636.0119217,0,P(5),Excited B(0)  4 e - Ground X(0)  5 e
LinearMolecule,Excited,6,e,1,Ground,5,e,1,50016.2,0.00829322105195737,50046.2,30,2,18110988.9153775,0,R(5),Excited B(0)  6 e - Ground X(0)  5 e
LinearMolecule,Excited,5,e,1,Ground,6,e,1,49991,0.00782941148959711,50033,42,2,21371560.0797723,0,P(6),Excited B(0)  5 e - Ground X(0)  6 e
LinearMolecule,Excited,7,e,1,Ground,6,e,1,50019.6,0.00913431340452995,50061.6,42,2.33333333333333,18315956.8627577,0,R(6),Excited B(0)  7 e - Ground X(0)  6 e
LinearMolecule,Excited,6,e,1,Ground,7,e,1,49990.2,0.00854114507773237,50046.2,56,2.33333333333333,21096552.8705136,0,P(7),Excited B(0)  6 e - Ground X(0)  7 e
LinearMolecule,Excited,8,e,1,Ground,7,e,1,50023.2,0.00976130866026557,50079.2,56,2.66666666666667,18473860.6828563,0,R(7),Excited B(0)  8 e - Ground X(0)  7 e
LinearMolecule,Excited,7,e,1,Ground,8,e,1,49989.6,0.009040293884979,50061.6,72,2.66666666666667,20894880.9381283,0,P(8),Excited B(0)  7 e - Ground X(0)  8 e
LinearMolecule,Excited,9,e,1,Ground,8,e,1,50027,0.0101703306206014,50099,72,3,18599637.3466054,0,R(8),Excited B(0)  9 e - Ground X(0)  8 e
LinearMolecule,Excited,8,e,1,Ground,9,e,1,49989.2,0.00932918891158691,50079.2,90,3,20740744.2183124,0,P(9),Excited B(0)  8 e - Ground X(0)  9 e
LinearMolecule,Excited,10,e,1,Ground,9,e,1,50031,0.0103657654573188,50121,90,3.33333333333333,18702533.5944328,0,R(9),Excited B(0) 10 e - Ground X(0)  9 e
LinearMolecule,Excited,9,e,1,Ground,10,e,1,49989,0.00941769251941217,50099,110,3.33333333333333,20619205.8305441,0,P(10),Excited B(0)  9 e - Ground X(0) 10 e
LinearMolecule,Excited,11,e,1,Ground,10,e,1,50035.2,0.0103594617713534,50145.2,110,3.66666666666667,18788579.9519892,0,R(10),Excited B(0) 11 e - Ground X(0) 10 e
LinearMolecule,Excited,10,e,1,Ground,11,e,1,49989,0.0093221188159716,50121,132,3.66666666666667,20521019.136113,0,P(11),Excited B(0) 10 e - Ground X(0) 11 e
LinearMolecule,Excited,12,e,1,Ground,11,e,1,50039.6,0.0101695841628781,50171.6,132,4,18861877.2183269,0,R(11),Excited B(0) 12 e - Ground X(0) 11 e
LinearMolecule,Excited,11,e,1,Ground,12,e,1,49989.2,0.0090638967488179,50145.2,156,4,20440153.7223948,0,P(12),Excited B(0) 11 e - Ground X(0) 12 e
LinearMolecule,Excited,13,e,1,Ground,12,e,1,50044.2,0.00981922147788605,50200.2,156,4.33333333333333,18925311.1815568,0,R(12),Excited B(0) 13 e - Ground X(0) 12 e
LinearMolecule,Excited,12,e,1,Ground,13,e,1,49989.6,0.00866808424452879,50171.6,182,4.33333333333333,20372508.9146751,0,P(13),Excited B(0) 12 e - Ground X(0) 13 e
LinearMolecule,Excited,14,e,1,Ground,13,e,1,50049,0.00933485995564639,50231,182,4.66666666666667,18980971.5900954,0,R(13),Excited B(0) 14 e - Ground X(0) 13 e
LinearMolecule,Excited,13,e,1,Ground,14,e,1,49990.2,0.00816184207880188,50200.2,210,4.66666666666667,20315199.0604946,0,P(14),Excited B(0) 13 e - Ground X(0) 14 e
LinearMolecule,Excited,15,e,1,Ground,14,e,1,50054,0.0087448307987163,50264,210,5,19030408.9414961,0,R(14),Excited B(0) 15 e - Ground X(0) 14 e
LinearMolecule,Excited,14,e,1,Ground,15,e,1,49991,0.00757296769685551,50231,240,5,20266134.5584048,0,P(15),Excited B(0) 14 e - Ground X(0) 15 e
LinearMolecule,Excited,16,e,1,Ground,15,e,1,50059.2,0.00807783220997921,50299.2,240,5.33333333333333,19074797.8935232,0,R(15),Excited B(0) 16 e - Ground X(0) 15 e
LinearMolecule,Excited,15,e,1,Ground,16,e,1,49992,0.0069285735930298,50264,272,5.33333333333333,20223765.0691402,0,P(16),Excited B(0) 15 e - Ground X(0) 16 e
LinearMolecule,Excited,17,e,1,Ground,16,e,1,50064.6,0.00736160944259417,50336.6,272,5.66666666666667,19115044.6485746,0,R(16),Excited B(0) 17 e - Ground X(0) 16 e
LinearMolecule,Excited,16,e,1,Ground,17,e,1,49993.2,0.00625397430005975,50299.2,306,5.66666666666667,20186916.1045465,0,P(17),Excited B(0) 16 e - Ground X(0) 17 e
LinearMolecule,Excited,18,e,1,Ground,17,e,1,50070.2,0.00662185514123973,50376.2,306,6,19151859.5107236,0,R(17),Excited B(0) 18 e - Ground X(0) 17 e
